match_id,season,city,date,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
641,2017,Delhi,2017-03-23,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Delhi Capitals,0,1,Player_89,"Sawai Mansingh Stadium, Jaipur",Umpire_25,Umpire_20
642,2017,Hyderabad,2017-04-17,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,normal,Punjab Kings,0,8,Player_13,"Narendra Modi Stadium, Ahmedabad",Umpire_21,Umpire_28
643,2017,Bangalore,2017-04-22,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,Rajasthan Royals,0,5,Player_48,"Sawai Mansingh Stadium, Jaipur",Umpire_2,Umpire_14
644,2017,Jaipur,2017-05-24,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,Royal Challengers Bangalore,86,0,Player_188,"Ekana Cricket Stadium, Lucknow",Umpire_25,Umpire_21
645,2017,Bangalore,2017-03-29,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,Royal Challengers Bangalore,45,0,Player_23,"Sawai Mansingh Stadium, Jaipur",Umpire_5,Umpire_8
646,2017,Lucknow,2017-03-13,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,normal,Chennai Super Kings,0,8,Player_48,"Eden Gardens, Kolkata",Umpire_22,Umpire_23
647,2018,Jaipur,2018-04-11,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,normal,Lucknow Super Giants,0,7,Player_39,"Sawai Mansingh Stadium, Jaipur",Umpire_21,Umpire_8
648,2018,Chennai,2018-05-17,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Royal Challengers Bangalore,0,5,Player_189,"M. Chinnaswamy Stadium, Bangalore",Umpire_10,Umpire_29
649,2018,Delhi,2018-03-25,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Delhi Capitals,0,2,Player_34,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_26,Umpire_20
650,2018,Delhi,2018-05-23,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,normal,Chennai Super Kings,82,0,Player_86,"Ekana Cricket Stadium, Lucknow",Umpire_10,Umpire_12
651,2018,Chennai,2018-03-26,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,0,5,Player_79,"M. Chinnaswamy Stadium, Bangalore",Umpire_8,Umpire_17
652,2018,Jaipur,2018-04-18,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,normal,Lucknow Super Giants,0,6,Player_175,"Wankhede Stadium, Mumbai",Umpire_10,Umpire_3
653,2018,Jaipur,2018-03-10,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Chennai Super Kings,68,0,Player_66,"PCA Stadium, Chandigarh",Umpire_6,Umpire_16
654,2018,Jaipur,2018-04-07,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,24,0,Player_61,"Narendra Modi Stadium, Ahmedabad",Umpire_5,Umpire_15
655,2018,Mumbai,2018-03-06,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,Delhi Capitals,34,0,Player_26,"Narendra Modi Stadium, Ahmedabad",Umpire_24,Umpire_7
656,2018,Delhi,2018-04-15,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Chennai Super Kings,19,0,Player_66,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_10,Umpire_3
657,2018,Jaipur,2018-04-21,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,Mumbai Indians,0,7,Player_119,"PCA Stadium, Chandigarh",Umpire_3,Umpire_17
658,2018,Lucknow,2018-05-02,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,39,0,Player_6,"Feroz Shah Kotla, Delhi",Umpire_9,Umpire_10
659,2018,Lucknow,2018-04-21,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,83,0,Player_120,"M.A. Chidambaram Stadium, Chennai",Umpire_15,Umpire_12
660,2018,Lucknow,2018-04-14,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,no result,,0,0,Player_175,"Eden Gardens, Kolkata",Umpire_1,Umpire_26
661,2018,Mumbai,2018-05-01,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,normal,Kolkata Knight Riders,51,0,Player_135,"Feroz Shah Kotla, Delhi",Umpire_20,Umpire_20
662,2018,Chennai,2018-03-06,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,Delhi Capitals,58,0,Player_85,"Eden Gardens, Kolkata",Umpire_4,Umpire_7
663,2018,Chandigarh,2018-03-26,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,Sunrisers Hyderabad,88,0,Player_6,"M. Chinnaswamy Stadium, Bangalore",Umpire_12,Umpire_11
664,2018,Delhi,2018-05-10,Punjab Kings,Gujarat Titans,Punjab Kings,field,normal,Punjab Kings,0,9,Player_64,"Sawai Mansingh Stadium, Jaipur",Umpire_14,Umpire_13
665,2018,Kolkata,2018-04-01,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,no result,,0,0,Player_17,"Narendra Modi Stadium, Ahmedabad",Umpire_25,Umpire_21
666,2018,Chennai,2018-03-11,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,normal,Delhi Capitals,0,8,Player_34,"Narendra Modi Stadium, Ahmedabad",Umpire_21,Umpire_27
667,2018,Chennai,2018-03-04,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,Delhi Capitals,0,9,Player_117,"PCA Stadium, Chandigarh",Umpire_1,Umpire_17
668,2018,Bangalore,2018-03-14,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,3,Player_152,"M. Chinnaswamy Stadium, Bangalore",Umpire_18,Umpire_14
669,2018,Hyderabad,2018-05-12,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,normal,Lucknow Super Giants,0,5,Player_153,"Eden Gardens, Kolkata",Umpire_26,Umpire_4
670,2018,Mumbai,2018-04-24,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,normal,Royal Challengers Bangalore,0,9,Player_79,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_28,Umpire_1
671,2018,Lucknow,2018-04-20,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,no result,,0,0,Player_106,"Feroz Shah Kotla, Delhi",Umpire_12,Umpire_28
672,2018,Jaipur,2018-03-14,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,79,0,Player_130,"PCA Stadium, Chandigarh",Umpire_13,Umpire_23
673,2018,Lucknow,2018-04-25,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,Punjab Kings,0,8,Player_83,"Sawai Mansingh Stadium, Jaipur",Umpire_22,Umpire_2
674,2018,Chandigarh,2018-05-16,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,Rajasthan Royals,48,0,Player_141,"Ekana Cricket Stadium, Lucknow",Umpire_20,Umpire_7
675,2018,Ahmedabad,2018-05-14,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,normal,Delhi Capitals,0,4,Player_51,"Feroz Shah Kotla, Delhi",Umpire_26,Umpire_25
676,2018,Ahmedabad,2018-04-02,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,bat,normal,Gujarat Titans,0,3,Player_78,"Sawai Mansingh Stadium, Jaipur",Umpire_12,Umpire_17
677,2018,Ahmedabad,2018-05-04,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,no result,,0,0,Player_108,"Wankhede Stadium, Mumbai",Umpire_1,Umpire_7
678,2018,Bangalore,2018-03-24,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,Punjab Kings,0,8,Player_148,"PCA Stadium, Chandigarh",Umpire_21,Umpire_4
679,2018,Lucknow,2018-04-29,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,Delhi Capitals,0,4,Player_151,"Feroz Shah Kotla, Delhi",Umpire_9,Umpire_20
680,2018,Chennai,2018-05-10,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,Player_171,"M.A. Chidambaram Stadium, Chennai",Umpire_15,Umpire_7
681,2018,Jaipur,2018-05-17,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,field,normal,Lucknow Super Giants,39,0,Player_147,"Sawai Mansingh Stadium, Jaipur",Umpire_16,Umpire_3
682,2018,Delhi,2018-03-08,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,Kolkata Knight Riders,57,0,Player_39,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_4,Umpire_18
683,2018,Jaipur,2018-04-21,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,Player_21,"Ekana Cricket Stadium, Lucknow",Umpire_26,Umpire_27
684,2018,Chennai,2018-03-01,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,normal,Rajasthan Royals,0,1,Player_26,"Eden Gardens, Kolkata",Umpire_11,Umpire_5
685,2018,Kolkata,2018-05-28,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,72,0,Player_51,"M. Chinnaswamy Stadium, Bangalore",Umpire_25,Umpire_16
686,2018,Ahmedabad,2018-04-28,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,normal,Gujarat Titans,5,0,Player_183,"Feroz Shah Kotla, Delhi",Umpire_18,Umpire_8
687,2018,Kolkata,2018-05-07,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,normal,Mumbai Indians,0,6,Player_162,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_3,Umpire_15
688,2018,Bangalore,2018-03-10,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,Delhi Capitals,0,9,Player_191,"Wankhede Stadium, Mumbai",Umpire_17,Umpire_17
689,2018,Kolkata,2018-04-01,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad,35,0,Player_46,"Wankhede Stadium, Mumbai",Umpire_13,Umpire_19
690,2018,Hyderabad,2018-04-24,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,Royal Challengers Bangalore,80,0,Player_107,"PCA Stadium, Chandigarh",Umpire_2,Umpire_14
691,2018,Chandigarh,2018-05-26,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,bat,normal,Sunrisers Hyderabad,56,0,Player_77,"Sawai Mansingh Stadium, Jaipur",Umpire_8,Umpire_23
692,2018,Chandigarh,2018-03-16,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,Lucknow Super Giants,0,4,Player_118,"Eden Gardens, Kolkata",Umpire_17,Umpire_9
693,2018,Jaipur,2018-03-02,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,normal,Sunrisers Hyderabad,0,8,Player_198,"Eden Gardens, Kolkata",Umpire_21,Umpire_15
694,2018,Kolkata,2018-05-04,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,normal,Delhi Capitals,0,3,Player_64,"Narendra Modi Stadium, Ahmedabad",Umpire_9,Umpire_13
695,2018,Chennai,2018-05-11,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,3,Player_99,"PCA Stadium, Chandigarh",Umpire_20,Umpire_19
696,2018,Hyderabad,2018-03-06,Chennai Super Kings,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,62,0,Player_125,"Feroz Shah Kotla, Delhi",Umpire_20,Umpire_1
697,2018,Bangalore,2018-03-05,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,normal,Kolkata Knight Riders,65,0,Player_72,"Eden Gardens, Kolkata",Umpire_6,Umpire_28
698,2018,Bangalore,2018-04-05,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,9,Player_155,"Narendra Modi Stadium, Ahmedabad",Umpire_2,Umpire_18
699,2018,Bangalore,2018-03-07,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,Rajasthan Royals,81,0,Player_16,"Wankhede Stadium, Mumbai",Umpire_13,Umpire_1
700,2018,Delhi,2018-03-27,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,58,0,Player_28,"Ekana Cricket Stadium, Lucknow",Umpire_27,Umpire_20
701,2018,Delhi,2018-04-23,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,normal,Punjab Kings,72,0,Player_158,"Sawai Mansingh Stadium, Jaipur",Umpire_23,Umpire_11
702,2018,Lucknow,2018-04-29,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,normal,Gujarat Titans,0,6,Player_78,"Narendra Modi Stadium, Ahmedabad",Umpire_18,Umpire_19
703,2018,Jaipur,2018-03-17,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,Kolkata Knight Riders,77,0,Player_78,"Wankhede Stadium, Mumbai",Umpire_6,Umpire_26
704,2018,Chennai,2018-04-06,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Lucknow Super Giants,0,9,Player_76,"M. Chinnaswamy Stadium, Bangalore",Umpire_23,Umpire_6
705,2018,Bangalore,2018-03-23,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,66,0,Player_123,"PCA Stadium, Chandigarh",Umpire_25,Umpire_28
706,2018,Chandigarh,2018-03-01,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,0,3,Player_78,"Sawai Mansingh Stadium, Jaipur",Umpire_10,Umpire_25
707,2018,Chennai,2018-03-04,Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,normal,Gujarat Titans,99,0,Player_154,"Eden Gardens, Kolkata",Umpire_12,Umpire_2
708,2018,Delhi,2018-05-09,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,7,Player_117,"M.A. Chidambaram Stadium, Chennai",Umpire_21,Umpire_8
709,2018,Chennai,2018-05-28,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,Sunrisers Hyderabad,75,0,Player_86,"M.A. Chidambaram Stadium, Chennai",Umpire_8,Umpire_15
710,2018,Hyderabad,2018-04-03,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,normal,Royal Challengers Bangalore,35,0,Player_94,"Feroz Shah Kotla, Delhi",Umpire_9,Umpire_6
711,2018,Chandigarh,2018-05-07,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,Punjab Kings,14,0,Player_26,"M. Chinnaswamy Stadium, Bangalore",Umpire_7,Umpire_29
712,2018,Kolkata,2018-03-07,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad,0,7,Player_89,"Ekana Cricket Stadium, Lucknow",Umpire_10,Umpire_2
713,2018,Hyderabad,2018-05-02,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,normal,Kolkata Knight Riders,33,0,Player_50,"PCA Stadium, Chandigarh",Umpire_25,Umpire_19
714,2018,Delhi,2018-04-17,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,7,Player_107,"PCA Stadium, Chandigarh",Umpire_26,Umpire_8
715,2018,Chandigarh,2018-05-27,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,22,0,Player_190,"Wankhede Stadium, Mumbai",Umpire_4,Umpire_19
716,2019,Hyderabad,2019-03-01,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,9,Player_69,"PCA Stadium, Chandigarh",Umpire_9,Umpire_12
717,2019,Delhi,2019-04-21,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,Player_60,"Sawai Mansingh Stadium, Jaipur",Umpire_8,Umpire_15
718,2019,Mumbai,2019-03-01,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Lucknow Super Giants,0,4,Player_58,"Eden Gardens, Kolkata",Umpire_21,Umpire_23
719,2019,Mumbai,2019-05-18,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,2,Player_148,"PCA Stadium, Chandigarh",Umpire_3,Umpire_26
720,2019,Jaipur,2019-04-08,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,Punjab Kings,14,0,Player_21,"PCA Stadium, Chandigarh",Umpire_14,Umpire_11
721,2019,Jaipur,2019-05-28,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,normal,Delhi Capitals,0,5,Player_6,"M. Chinnaswamy Stadium, Bangalore",Umpire_19,Umpire_5
722,2019,Ahmedabad,2019-04-01,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,normal,Punjab Kings,0,2,Player_77,"M.A. Chidambaram Stadium, Chennai",Umpire_15,Umpire_2
723,2019,Chennai,2019-03-03,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,Player_196,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_26,Umpire_8
724,2019,Delhi,2019-03-02,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,79,0,Player_128,"M. Chinnaswamy Stadium, Bangalore",Umpire_28,Umpire_25
725,2019,Jaipur,2019-04-22,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,Chennai Super Kings,28,0,Player_41,"Eden Gardens, Kolkata",Umpire_25,Umpire_18
726,2019,Delhi,2019-04-02,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,0,1,Player_112,"Narendra Modi Stadium, Ahmedabad",Umpire_7,Umpire_16
727,2019,Hyderabad,2019-05-06,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,0,4,Player_25,"Narendra Modi Stadium, Ahmedabad",Umpire_27,Umpire_13
728,2019,Lucknow,2019-04-02,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,no result,,0,0,Player_91,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_21,Umpire_21
729,2019,Hyderabad,2019-04-02,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,0,3,Player_177,"PCA Stadium, Chandigarh",Umpire_18,Umpire_15
730,2019,Lucknow,2019-03-10,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,2,Player_189,"M. Chinnaswamy Stadium, Bangalore",Umpire_10,Umpire_10
731,2019,Chennai,2019-03-25,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,normal,Gujarat Titans,43,0,Player_179,"PCA Stadium, Chandigarh",Umpire_11,Umpire_20
732,2019,Hyderabad,2019-03-21,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Sunrisers Hyderabad,44,0,Player_42,"Ekana Cricket Stadium, Lucknow",Umpire_10,Umpire_20
733,2019,Mumbai,2019-05-28,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,8,Player_199,"Wankhede Stadium, Mumbai",Umpire_1,Umpire_5
734,2019,Lucknow,2019-04-02,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,normal,Delhi Capitals,0,4,Player_64,"Eden Gardens, Kolkata",Umpire_9,Umpire_11
735,2019,Chandigarh,2019-05-01,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,normal,Delhi Capitals,0,5,Player_106,"Wankhede Stadium, Mumbai",Umpire_26,Umpire_22
736,2019,Kolkata,2019-04-20,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,normal,Punjab Kings,0,6,Player_133,"Ekana Cricket Stadium, Lucknow",Umpire_25,Umpire_3
737,2019,Bangalore,2019-04-09,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,3,Player_80,"Ekana Cricket Stadium, Lucknow",Umpire_6,Umpire_25
738,2019,Chennai,2019-04-16,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,bat,no result,,0,0,Player_142,"Narendra Modi Stadium, Ahmedabad",Umpire_15,Umpire_7
739,2019,Chennai,2019-04-02,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,Player_47,"M.A. Chidambaram Stadium, Chennai",Umpire_29,Umpire_9
740,2019,Ahmedabad,2019-03-10,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,17,0,Player_146,"PCA Stadium, Chandigarh",Umpire_16,Umpire_18
741,2019,Kolkata,2019-04-29,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Rajasthan Royals,0,4,Player_180,"Sawai Mansingh Stadium, Jaipur",Umpire_16,Umpire_20
742,2019,Jaipur,2019-03-09,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,normal,Rajasthan Royals,51,0,Player_74,"M.A. Chidambaram Stadium, Chennai",Umpire_19,Umpire_7
743,2019,Hyderabad,2019-05-13,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Kolkata Knight Riders,61,0,Player_142,"PCA Stadium, Chandigarh",Umpire_25,Umpire_18
744,2019,Mumbai,2019-04-03,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,4,Player_23,"Ekana Cricket Stadium, Lucknow",Umpire_1,Umpire_6
745,2019,Lucknow,2019-03-14,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,36,0,Player_9,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_18,Umpire_11
746,2019,Bangalore,2019-03-11,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,25,0,Player_92,"Wankhede Stadium, Mumbai",Umpire_27,Umpire_5
747,2019,Jaipur,2019-05-28,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,Rajasthan Royals,0,2,Player_74,"Sawai Mansingh Stadium, Jaipur",Umpire_23,Umpire_17
748,2019,Delhi,2019-03-26,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,9,0,Player_95,"PCA Stadium, Chandigarh",Umpire_24,Umpire_4
749,2019,Kolkata,2019-05-05,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,normal,Chennai Super Kings,72,0,Player_83,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_6,Umpire_27
750,2019,Chennai,2019-03-11,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,normal,Sunrisers Hyderabad,3,0,Player_148,"Ekana Cricket Stadium, Lucknow",Umpire_29,Umpire_22
751,2019,Hyderabad,2019-05-04,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,normal,Mumbai Indians,50,0,Player_116,"Wankhede Stadium, Mumbai",Umpire_28,Umpire_3
752,2019,Jaipur,2019-04-12,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,6,Player_166,"Ekana Cricket Stadium, Lucknow",Umpire_20,Umpire_29
753,2019,Delhi,2019-04-16,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Lucknow Super Giants,0,1,Player_127,"Ekana Cricket Stadium, Lucknow",Umpire_10,Umpire_4
754,2019,Chennai,2019-03-21,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,0,2,Player_149,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_6,Umpire_2
755,2019,Chandigarh,2019-03-13,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,field,normal,Lucknow Super Giants,0,3,Player_36,"Feroz Shah Kotla, Delhi",Umpire_8,Umpire_3
756,2019,Bangalore,2019-04-08,Punjab Kings,Lucknow Super Giants,Punjab Kings,field,normal,Punjab Kings,88,0,Player_69,"Eden Gardens, Kolkata",Umpire_4,Umpire_14
757,2019,Lucknow,2019-03-04,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,normal,Chennai Super Kings,80,0,Player_195,"Feroz Shah Kotla, Delhi",Umpire_12,Umpire_25
758,2019,Ahmedabad,2019-03-12,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,Rajasthan Royals,6,0,Player_186,"Sawai Mansingh Stadium, Jaipur",Umpire_1,Umpire_22
759,2019,Hyderabad,2019-03-14,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,Delhi Capitals,70,0,Player_165,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_17,Umpire_2
760,2019,Bangalore,2019-03-04,Punjab Kings,Chennai Super Kings,Punjab Kings,field,normal,Chennai Super Kings,0,2,Player_176,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_15,Umpire_14
761,2019,Lucknow,2019-04-10,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,Chennai Super Kings,76,0,Player_42,"M. Chinnaswamy Stadium, Bangalore",Umpire_29,Umpire_11
